NCT Number,Study Status,Study Results,Conditions,Sponsor,Sex,Age,Phases,Enrollment,Trial Duration (days),Number of Sites,Intervention Type,has_collaborator,Allocation,Primary Purpose,blinding_level,query_rate,risk_category,therapeutic_area,sponsor_type,protocol_amendment_count,crf_page_count,site_experience_score,country_risk_score,investigator_tenure_years,screen_failure_rate,enrollment_velocity,avg_time_visit_to_entry_days,edit_check_density_per_domain,historical_query_resolution_time_days,sdtm_domain_count,complex_derivations_flag,external_data_feeds_count
NCT00365365,COMPLETED,YES,Breast Cancer,Sanofi,FEMALE,"ADULT, OLDER_ADULT",PHASE2,214.0,1887,1,DRUG,0,RANDOMIZED,TREATMENT,0,48.16,HIGH,ONCOLOGY,INDUSTRY,3,117,4.99,2,2.05,0.2037,3.4022257551669317,1.3,19,3.6,12,1,1
NCT00605267,COMPLETED,YES,Breast Cancer,AstraZeneca,FEMALE,"ADULT, OLDER_ADULT",PHASE3,197.0,1157,4,DRUG,0,RANDOMIZED,TREATMENT,3,83.33,HIGH,ONCOLOGY,INDUSTRY,4,151,5.36,2,4.37,0.4598,5.108038029386344,2.4,48,11.0,20,1,1
NCT03022500,COMPLETED,NO,"Durvalumab + Tremelimumab Combination Treatment, Pulmonary Sarcomatoid Carcinoma, NSCLC",Seoul National University Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,32.0,926,1,DRUG,0,UNKNOWN,TREATMENT,0,16.95,LOW,RESPIRATORY,ACADEMIC_GOVT,3,130,5.67,2,8.14,0.3727,1.036717062634989,6.0,43,11.0,11,1,0
NCT01191892,COMPLETED,NO,Bladder Cancer|Transitional Cell Cancer of the Renal Pelvis and Ureter|Ureter Cancer|Urethral Cancer,Cardiff University,ALL,"ADULT, OLDER_ADULT",PHASE2,82.0,2288,21,DRUG,0,RANDOMIZED,TREATMENT,4,101.93,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,137,5.01,3,1.85,0.4308,1.0751748251748252,5.8,34,16.8,16,1,1
NCT01345136,TERMINATED,NO,"Neurofibromatosis Type 2|Neuroma, Acoustic",Jonsson Comprehensive Cancer Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,4.0,3142,1,DRUG,1,UNKNOWN,TREATMENT,0,33.51,MEDIUM,OTHER,ACADEMIC_GOVT,5,157,3.73,2,10.24,0.4017,0.1,5.3,31,22.1,10,1,1
NCT00662311,TERMINATED,YES,Stage IIIA Non-small Cell Lung Cancer|Stage IIIB Non-small Cell Lung Cancer,University of Washington,ALL,"ADULT, OLDER_ADULT",PHASE2,5.0,1279,1,DRUG,1,UNKNOWN,TREATMENT,0,41.64,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,100,4.48,1,10.8,0.305,0.11727912431587177,4.3,36,8.4,10,1,1
NCT03651271,COMPLETED,YES,Advanced Metastatic Cancer|Advanced Prostate Cancer,Parker Institute for Cancer Immunotherapy,ALL,"ADULT, OLDER_ADULT",PHASE2,100.0,1717,6,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,45.82,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,111,5.56,3,0.54,0.3776,1.7472335468841,4.5,50,10.2,19,1,2
NCT02915471,COMPLETED,NO,Cancer,The Hospital for Sick Children,ALL,CHILD,NOT_REPORTED,37.0,1124,1,BEHAVIORAL,0,RANDOMIZED,HEALTH_SERVICES_RESEARCH,1,29.15,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,42,6.13,1,14.17,0.2456,0.9875444839857651,3.2,11,15.0,8,0,0
NCT01305044,COMPLETED,YES,Cancer Survivorship|Safety and Efficacy|Quality of Life,University of Utah,FEMALE,"ADULT, OLDER_ADULT",PHASE2,63.0,700,1,BEHAVIORAL,1,RANDOMIZED,SUPPORTIVE_CARE,0,9.36,LOW,ONCOLOGY,ACADEMIC_GOVT,1,47,5.91,2,19.85,0.4494,2.7,6.7,11,10.2,3,1,0
NCT00553644,COMPLETED,YES,Recurrent Mantle Cell Lymphoma,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,53.0,2259,82,DRUG,0,UNKNOWN,TREATMENT,0,80.33,HIGH,ONCOLOGY,ACADEMIC_GOVT,7,131,5.6,4,0.74,0.5824,0.703851261620186,12.9,31,13.8,11,0,2
NCT02001909,COMPLETED,NO,Neoplasms,Bayer,MALE,ADULT,PHASE1,27.0,121,1,DRUG,0,NON_RANDOMIZED,UNKNOWN,0,18.48,LOW,ONCOLOGY,INDUSTRY,1,54,4.6,1,14.47,0.252,6.694214876033058,2.6,9,12.8,6,0,2
NCT06047509,TERMINATED,NO,Prostate Cancer,Jonsson Comprehensive Cancer Center,MALE,"ADULT, OLDER_ADULT",NOT_REPORTED,2.0,852,1,PROCEDURE,1,UNKNOWN,TREATMENT,0,22.2,LOW,ONCOLOGY,ACADEMIC_GOVT,3,97,7.77,2,9.24,0.3238,0.1,0.5,23,15.4,9,0,1
NCT00084799,COMPLETED,YES,Lung Cancer,Ludwig Institute for Cancer Research,ALL,"ADULT, OLDER_ADULT",PHASE1,10.0,877,1,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,14.71,LOW,ONCOLOGY,ACADEMIC_GOVT,2,71,5.7,1,1.46,0.1295,0.3420752565564424,9.5,14,15.4,9,0,1
NCT02704832,COMPLETED,NO,Breast Cancer|Colorectal Cancer|Lung Cancer|Prostate Cancer|Bladder Cancer|Ovarian Cancer|Lymphoma,Institut Bergonié,ALL,OLDER_ADULT,NOT_REPORTED,792.0,3339,50,OTHER,1,RANDOMIZED,OTHER,0,16.57,LOW,ONCOLOGY,INDUSTRY,9,105,7.32,3,2.06,0.4211,7.115902964959569,2.0,31,7.1,13,0,1
NCT02575898,COMPLETED,NO,Primary Malignant Neoplasm of Lung|Primary Malignant Neoplasm of Gastrointestinal Tract,Dartmouth-Hitchcock Medical Center,ALL,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,23.0,964,1,OTHER,0,UNKNOWN,SUPPORTIVE_CARE,0,22.47,LOW,ONCOLOGY,ACADEMIC_GOVT,2,95,7.72,1,2.87,0.4935,0.7157676348547718,8.5,18,11.3,17,1,2
NCT01379898,COMPLETED,NO,Pheochromocytoma,University Medical Center Groningen,ALL,"ADULT, OLDER_ADULT",PHASE4,134.0,2223,1,DRUG,1,RANDOMIZED,TREATMENT,0,51.84,HIGH,OTHER,ACADEMIC_GOVT,2,61,5.06,4,6.19,0.251,1.8083670715249665,13.2,21,9.6,13,0,1
NCT00869401,COMPLETED,YES,Brain and Central Nervous System Tumors,Alliance for Clinical Trials in Oncology,ALL,"ADULT, OLDER_ADULT",PHASE2,217.0,3819,207,DRUG,1,RANDOMIZED,TREATMENT,2,56.26,HIGH,NEUROLOGY,INDUSTRY,10,101,4.18,3,8.05,0.2318,1.7046347211311863,1.5,40,4.3,17,1,1
NCT05524857,TERMINATED,NO,Myeloproliferative Neoplasm,Joseph Jurcic,ALL,"ADULT, OLDER_ADULT",PHASE1,2.0,802,1,DRUG,1,NON_RANDOMIZED,TREATMENT,0,28.47,MEDIUM,ONCOLOGY,INDUSTRY,1,55,7.34,4,7.6,0.4999,0.1,3.2,10,2.0,9,0,2
NCT00579501,COMPLETED,YES,"Liposarcoma,Myxoid","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",ALL,"ADULT, OLDER_ADULT",PHASE2,29.0,1006,8,DRUG,1,UNKNOWN,TREATMENT,0,41.68,MEDIUM,ONCOLOGY,INDUSTRY,2,130,6.95,2,1.16,0.3251,0.8648111332007953,3.9,37,10.3,15,1,3
NCT03872401,COMPLETED,NO,Coronary Heart Disease (CHD),Amgen,ALL,"ADULT, OLDER_ADULT",PHASE3,12301.0,2236,852,DRUG,0,RANDOMIZED,TREATMENT,4,107.65,HIGH,CARDIOVASCULAR,INDUSTRY,12,209,6.83,3,3.25,0.1593,69.51506426735254,5.1,71,4.3,20,1,2
NCT00032019,COMPLETED,NO,Lymphoma,Alliance for Clinical Trials in Oncology,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,78.0,2616,81,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,28.35,MEDIUM,ONCOLOGY,INDUSTRY,4,148,8.4,2,2.89,0.3432,0.8944954128440367,0.5,55,3.6,20,1,8
NCT04272619,COMPLETED,YES,Liver Cancer,Fox Chase Cancer Center,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,67.0,1150,1,BEHAVIORAL,1,UNKNOWN,PREVENTION,0,18.1,LOW,ONCOLOGY,ACADEMIC_GOVT,2,49,4.9,3,2.51,0.0755,1.7478260869565216,0.7,12,10.1,3,1,0
NCT03104907,COMPLETED,NO,Prostatic Neoplasm|Lower Urinary Tract Symptoms|Urological Manifestations|Prostatic Diseases,"Rigshospitalet, Denmark",MALE,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,15.0,615,1,PROCEDURE,0,UNKNOWN,TREATMENT,0,6.77,LOW,ONCOLOGY,ACADEMIC_GOVT,2,108,7.3,3,8.38,0.4243,0.7317073170731707,17.7,17,6.2,8,1,0
NCT01359592,COMPLETED,YES,Lymphoma,SWOG Cancer Research Network,ALL,"ADULT, OLDER_ADULT",PHASE2,159.0,4474,240,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,61.86,HIGH,ONCOLOGY,INDUSTRY,6,160,8.18,3,0.5,0.3397,1.0661600357621817,1.8,50,9.9,17,1,4
NCT01967836,COMPLETED,YES,Cancer-related Problem/Condition|Ambulatory Care,Maureen T Greene,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,11.0,547,4,DEVICE,0,UNKNOWN,PREVENTION,0,26.11,MEDIUM,ONCOLOGY,INDUSTRY,1,82,7.56,4,1.82,0.1461,0.603290676416819,2.0,26,11.4,13,0,3
NCT03769311,COMPLETED,YES,Head and Neck Cancer|Squamous Cell Carcinoma,"University of Wisconsin, Madison",ALL,"ADULT, OLDER_ADULT",PHASE2,15.0,1063,1,DRUG,1,UNKNOWN,TREATMENT,0,19.64,LOW,ONCOLOGY,ACADEMIC_GOVT,6,90,5.88,3,4.86,0.316,0.42333019755409224,2.7,27,20.4,8,0,3
NCT01196234,COMPLETED,NO,Non Small Cell Lung Cancer,Asan Medical Center,ALL,"ADULT, OLDER_ADULT",PHASE2,84.0,1096,1,DRUG,1,RANDOMIZED,TREATMENT,0,63.21,HIGH,ONCOLOGY,ACADEMIC_GOVT,2,81,5.83,1,5.17,0.3465,2.2992700729927007,2.6,25,6.0,8,0,1
NCT05173909,COMPLETED,NO,The Effect of BIS Closed-loop Target Control on Postoperative Operation,"Zhonghua Chen,MD",ALL,OLDER_ADULT,NOT_REPORTED,73.0,1065,1,DEVICE,0,RANDOMIZED,SUPPORTIVE_CARE,3,43.45,HIGH,OTHER,INDUSTRY,5,75,6.12,3,0.61,0.2982,2.056338028169014,1.8,29,15.0,11,0,2
NCT01828099,COMPLETED,YES,Non-Small Cell Lung Cancer,Novartis Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE3,376.0,3834,167,DRUG,0,RANDOMIZED,TREATMENT,0,98.78,HIGH,ONCOLOGY,INDUSTRY,12,313,6.39,2,14.97,0.1157,2.942097026604069,6.5,83,9.1,20,1,2
NCT01429064,COMPLETED,YES,Prostate Cancer,"Orion Corporation, Orion Pharma",MALE,"ADULT, OLDER_ADULT",PHASE2,76.0,1614,17,DRUG,0,UNKNOWN,TREATMENT,0,39.71,MEDIUM,ONCOLOGY,INDUSTRY,4,114,7.61,3,0.5,0.4397,1.412639405204461,6.1,42,2.7,8,1,4
NCT03512899,COMPLETED,NO,Catheter Complications|Cancer,AC Camargo Cancer Center,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,240.0,2049,1,PROCEDURE,0,RANDOMIZED,TREATMENT,0,21.2,LOW,ONCOLOGY,ACADEMIC_GOVT,3,91,5.86,2,1.12,0.2383,3.513909224011713,15.5,32,13.8,8,1,0
NCT02098109,COMPLETED,YES,"Multiple Myeloma|Lymphoma, Non-Hodgkin",Washington University School of Medicine,ALL,"ADULT, OLDER_ADULT",PHASE2,100.0,760,1,DRUG,0,RANDOMIZED,TREATMENT,0,33.97,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,140,4.14,1,3.7,0.5904,3.947368421052632,0.7,34,11.6,8,1,2
NCT01632709,COMPLETED,YES,Amputation Stumps|Neuroma,Shirley Ryan AbilityLab,ALL,"ADULT, OLDER_ADULT",PHASE4,16.0,944,1,DRUG,1,RANDOMIZED,TREATMENT,1,5.18,LOW,OTHER,INDUSTRY,3,77,4.32,2,0.51,0.3114,0.5084745762711864,3.1,22,3.2,8,0,1
NCT03113799,COMPLETED,NO,"Hydrocephalus|Hydrocephalus in Children|Tumor, Brain",Aqueduct Critical Care,ALL,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,56.0,657,2,DEVICE,0,UNKNOWN,TREATMENT,0,10.47,LOW,NEUROLOGY,INDUSTRY,2,89,5.26,2,3.44,0.3704,2.5570776255707766,0.8,15,1.9,7,1,0
NCT05440942,COMPLETED,NO,Pancreatic Ductal Adenocarcinoma,"Peter Hosein, MD",ALL,"ADULT, OLDER_ADULT",PHASE1,28.0,862,1,DRUG,1,NON_RANDOMIZED,TREATMENT,0,21.16,LOW,ONCOLOGY,INDUSTRY,1,59,4.59,2,18.15,0.2165,0.974477958236659,2.5,12,1.0,5,0,7
NCT01812486,COMPLETED,NO,Head and Neck Cancer,Universitaire Ziekenhuizen KU Leuven,ALL,"ADULT, OLDER_ADULT",PHASE3,200.0,1765,1,RADIATION,1,RANDOMIZED,TREATMENT,0,55.7,HIGH,ONCOLOGY,INDUSTRY,11,202,6.88,1,7.63,0.2691,3.3994334277620397,5.0,37,1.5,19,1,1
NCT00121173,COMPLETED,YES,Cervical Cancer|Precancerous Condition,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,FEMALE,"ADULT, OLDER_ADULT",PHASE2,16.0,2253,1,BIOLOGICAL,1,NON_RANDOMIZED,PREVENTION,0,40.61,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,6,146,6.26,1,0.72,0.2184,0.2130492676431425,8.7,46,8.9,12,0,3
NCT00635973,COMPLETED,NO,Cancer,AstraZeneca,ALL,"ADULT, OLDER_ADULT",PHASE3,100.0,1338,0,DRUG,0,UNKNOWN,TREATMENT,0,18.71,LOW,ONCOLOGY,INDUSTRY,6,231,6.89,4,6.66,0.1904,2.242152466367713,2.2,69,7.3,20,1,0
NCT00339183,COMPLETED,YES,Metastatic Colorectal Cancer,Amgen,ALL,"ADULT, OLDER_ADULT",PHASE3,1186.0,1585,0,DRUG,0,RANDOMIZED,TREATMENT,0,42.04,HIGH,ONCOLOGY,INDUSTRY,6,242,4.6,2,3.59,0.2515,22.44794952681388,3.8,59,4.5,15,1,1
NCT03625141,COMPLETED,YES,Metastatic Melanoma,Hoffmann-La Roche,ALL,"ADULT, OLDER_ADULT",PHASE2,80.0,1582,22,DRUG,0,NON_RANDOMIZED,TREATMENT,0,58.92,HIGH,ONCOLOGY,INDUSTRY,6,146,4.97,3,1.23,0.2345,1.5170670037926675,5.6,41,1.4,13,1,1
NCT07179341,COMPLETED,NO,Thymic Carcinoma,Weijie Ye,ALL,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,156.0,388,1,PROCEDURE,0,NON_RANDOMIZED,TREATMENT,0,37.8,MEDIUM,ONCOLOGY,INDUSTRY,1,88,6.39,2,0.51,0.4614,12.061855670103093,4.5,22,2.7,9,0,1
NCT00802841,COMPLETED,YES,Chronic Myelogenous Leukemia,Novartis Pharmaceuticals,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,191.0,1887,56,DRUG,0,RANDOMIZED,TREATMENT,0,178.08,HIGH,ONCOLOGY,INDUSTRY,12,252,7.27,3,0.99,0.3245,3.0365659777424483,9.1,85,2.9,20,0,1
NCT01337154,TERMINATED,NO,Stage IIIB Non-small Cell Lung Cancer With Pleural Effusion|Stage IV Non-small Cell Lung Cancer,CytRx,ALL,"ADULT, OLDER_ADULT",PHASE2,140.0,792,26,DRUG,0,RANDOMIZED,TREATMENT,4,86.83,HIGH,ONCOLOGY,INDUSTRY,1,115,8.71,2,2.8,0.1936,5.303030303030304,3.2,43,7.2,12,1,1
NCT02820454,COMPLETED,NO,Brain Metastases,"University Hospital, Grenoble",ALL,"ADULT, OLDER_ADULT",PHASE1,15.0,1067,1,DRUG,1,UNKNOWN,TREATMENT,0,37.37,MEDIUM,NEUROLOGY,ACADEMIC_GOVT,0,57,3.97,1,0.85,0.3735,0.42174320524835984,3.9,13,3.7,8,1,0
NCT03848754,COMPLETED,NO,Relapsed Adult AML,Medical College of Wisconsin,ALL,"ADULT, OLDER_ADULT",PHASE1,14.0,712,1,DRUG,0,NON_RANDOMIZED,TREATMENT,0,3.27,LOW,OTHER,ACADEMIC_GOVT,2,47,6.13,2,4.72,0.126,0.5898876404494382,6.5,17,4.2,6,0,4
NCT06542354,COMPLETED,NO,Rectal Cancer,Fudan University,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,108.0,821,1,BEHAVIORAL,0,RANDOMIZED,SUPPORTIVE_CARE,2,17.25,LOW,ONCOLOGY,ACADEMIC_GOVT,3,51,6.3,3,0.5,0.1971,3.946406820950061,8.5,12,20.7,3,0,0
NCT00054405,TERMINATED,NO,Recurrent Neuroblastoma,National Cancer Institute (NCI),ALL,"CHILD, ADULT",PHASE1,40.0,2343,14,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,34.74,MEDIUM,OTHER,ACADEMIC_GOVT,5,81,6.99,3,1.73,0.3613,0.5121638924455826,7.6,22,9.6,16,1,1
NCT03398694,COMPLETED,NO,Brain Metastases,Indiana University,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,50.0,2248,3,PROCEDURE,0,UNKNOWN,TREATMENT,0,62.6,HIGH,NEUROLOGY,ACADEMIC_GOVT,5,107,5.12,2,0.62,0.3091,0.6672597864768683,1.8,17,29.8,17,1,5
NCT00711594,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",Boehringer Ingelheim,ALL,"ADULT, OLDER_ADULT",PHASE2,74.0,2040,20,DRUG,0,NON_RANDOMIZED,TREATMENT,0,53.51,HIGH,ONCOLOGY,INDUSTRY,6,115,8.3,4,11.28,0.4671,1.088235294117647,3.1,37,6.0,12,1,3
NCT01273766,COMPLETED,YES,"Acute Undifferentiated Leukemia|Adult Acute Lymphoblastic Leukemia in Remission|Adult Acute Myeloid Leukemia in Remission|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Adult Grade III Lymphomatoid Granulomatosis|Adult Langerhans Cell Histiocytosis|Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Contiguous Stage II Adult Burkitt Lymphoma|Contiguous Stage II Adult Diffuse Large Cell Lymphoma|Contiguous Stage II Adult Diffuse Mixed Cell Lymphoma|Contiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Contiguous Stage II Adult Immunoblastic Large Cell Lymphoma|Contiguous Stage II Adult Lymphoblastic Lymphoma|Contiguous Stage II Grade 1 Follicular Lymphoma|Contiguous Stage II Grade 2 Follicular Lymphoma|Contiguous Stage II Grade 3 Follicular Lymphoma|Contiguous Stage II Mantle Cell Lymphoma|Contiguous Stage II Marginal Zone Lymphoma|Contiguous Stage II Small Lymphocytic Lymphoma|Cutaneous B-cell Non-Hodgkin Lymphoma|de Novo Myelodysplastic Syndromes|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Intraocular Lymphoma|Mast Cell Leukemia|Myelodysplastic Syndrome With Isolated Del(5q)|Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable|Myeloid/NK-cell Acute Leukemia|Nodal Marginal Zone B-cell Lymphoma|Noncontiguous Stage II Adult Burkitt Lymphoma|Noncontiguous Stage II Adult Diffuse Large Cell Lymphoma|Noncontiguous Stage II Adult Diffuse Mixed Cell Lymphoma|Noncontiguous Stage II Adult Diffuse Small Cleaved Cell Lymphoma|Noncontiguous Stage II Adult Immunoblastic Large Cell Lymphoma|Noncontiguous Stage II Adult Lymphoblastic Lymphoma|Noncontiguous Stage II Grade 1 Follicular Lymphoma|Noncontiguous Stage II Grade 2 Follicular Lymphoma|Noncontiguous Stage II Grade 3 Follicular Lymphoma|Noncontiguous Stage II Mantle Cell Lymphoma|Noncontiguous Stage II Marginal Zone Lymphoma|Noncontiguous Stage II Small Lymphocytic Lymphoma|Noncutaneous Extranodal Lymphoma|Peripheral T-cell Lymphoma|Previously Treated Myelodysplastic Syndromes|Primary Myelofibrosis|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Adult Acute Myeloid Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Grade III Lymphomatoid Granulomatosis|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Refractory Anemia|Refractory Multiple Myeloma|Secondary Acute Myeloid Leukemia|Secondary Myelofibrosis|Small Intestine Lymphoma|Splenic Marginal Zone Lymphoma|Stage I Adult Burkitt Lymphoma|Stage I Adult Diffuse Large Cell Lymphoma|Stage I Adult Diffuse Mixed Cell Lymphoma|Stage I Adult Diffuse Small Cleaved Cell Lymphoma|Stage I Adult Hodgkin Lymphoma|Stage I Adult Immunoblastic Large Cell Lymphoma|Stage I Adult Lymphoblastic Lymphoma|Stage I Adult T-cell Leukemia/Lymphoma|Stage I Cutaneous T-cell Non-Hodgkin Lymphoma|Stage I Grade 1 Follicular Lymphoma|Stage I Grade 2 Follicular Lymphoma|Stage I Grade 3 Follicular Lymphoma|Stage I Mantle Cell Lymphoma|Stage I Marginal Zone Lymphoma|Stage I Multiple Myeloma|Stage I Mycosis Fungoides/Sezary Syndrome|Stage I Small Lymphocytic Lymphoma|Stage II Adult Hodgkin Lymphoma|Stage II Adult T-cell Leukemia/Lymphoma|Stage II Cutaneous T-cell Non-Hodgkin Lymphoma|Stage II Multiple Myeloma|Stage II Mycosis Fungoides/Sezary Syndrome|Stage III Adult Burkitt Lymphoma|Stage III Adult Diffuse Large Cell Lymphoma|Stage III Adult Diffuse Mixed Cell Lymphoma|Stage III Adult Diffuse Small Cleaved Cell Lymphoma|Stage III Adult Hodgkin Lymphoma|Stage III Adult Immunoblastic Large Cell Lymphoma|Stage III Adult Lymphoblastic Lymphoma|Stage III Adult T-cell Leukemia/Lymphoma|Stage III Cutaneous T-cell Non-Hodgkin Lymphoma|Stage III Grade 1 Follicular Lymphoma|Stage III Grade 2 Follicular Lymphoma|Stage III Grade 3 Follicular Lymphoma|Stage III Mantle Cell Lymphoma|Stage III Marginal Zone Lymphoma|Stage III Multiple Myeloma|Stage III Mycosis Fungoides/Sezary Syndrome|Stage III Small Lymphocytic Lymphoma|Stage IV Adult Burkitt Lymphoma|Stage IV Adult Diffuse Large Cell Lymphoma|Stage IV Adult Diffuse Mixed Cell Lymphoma|Stage IV Adult Diffuse Small Cleaved Cell Lymphoma|Stage IV Adult Hodgkin Lymphoma|Stage IV Adult Immunoblastic Large Cell Lymphoma|Stage IV Adult Lymphoblastic Lymphoma|Stage IV Adult T-cell Leukemia/Lymphoma|Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma|Stage IV Grade 1 Follicular Lymphoma|Stage IV Grade 2 Follicular Lymphoma|Stage IV Grade 3 Follicular Lymphoma|Stage IV Mantle Cell Lymphoma|Stage IV Marginal Zone Lymphoma|Stage IV Mycosis Fungoides/Sezary Syndrome|Stage IV Small Lymphocytic Lymphoma|Testicular Lymphoma|Untreated Adult Acute Lymphoblastic Leukemia|Untreated Adult Acute Myeloid Leukemia|Waldenstrom Macroglobulinemia",Wake Forest University Health Sciences,ALL,"ADULT, OLDER_ADULT",PHASE2,16.0,1430,1,DRUG,1,NON_RANDOMIZED,SUPPORTIVE_CARE,0,39.41,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,4,112,6.24,2,0.5,0.3706,0.3356643356643357,7.2,32,12.7,11,1,1
NCT00178256,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",University of Rochester,ALL,"ADULT, OLDER_ADULT",PHASE2,41.0,5297,1,DRUG,0,NON_RANDOMIZED,TREATMENT,0,48.49,HIGH,ONCOLOGY,ACADEMIC_GOVT,5,110,4.98,2,5.02,0.246,0.23220690957145554,7.1,46,8.1,12,0,1
NCT02129556,COMPLETED,YES,Metastatic Breast Cancer,ETOP IBCSG Partners Foundation,FEMALE,"ADULT, OLDER_ADULT",PHASE2,58.0,977,11,DRUG,1,UNKNOWN,TREATMENT,0,75.27,HIGH,ONCOLOGY,ACADEMIC_GOVT,6,115,7.77,3,4.21,0.2773,1.780962128966223,4.5,29,7.4,12,0,0
NCT02735356,COMPLETED,NO,Skin Basal Cell Carcinoma,Jean Yuh Tang,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,9.0,523,1,DRUG,1,UNKNOWN,TREATMENT,0,4.19,LOW,ONCOLOGY,INDUSTRY,0,41,4.97,2,2.44,0.0312,0.5162523900573613,4.2,11,2.9,6,0,0
NCT02043756,COMPLETED,NO,Neoplasms,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE1,20.0,731,0,DRUG,0,RANDOMIZED,TREATMENT,1,48.12,HIGH,ONCOLOGY,INDUSTRY,1,61,6.71,1,15.29,0.1944,0.8207934336525308,1.2,14,7.4,10,0,1
NCT00473122,COMPLETED,NO,Breast Cancer,M.D. Anderson Cancer Center,FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE2,200.0,3774,1,PROCEDURE,1,UNKNOWN,TREATMENT,0,55.3,HIGH,ONCOLOGY,ACADEMIC_GOVT,3,90,7.72,1,14.8,0.1613,1.589825119236884,7.5,30,13.8,8,1,3
NCT05086822,COMPLETED,NO,Advanced Solid Tumors,"Jiangsu HengRui Medicine Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE1,32.0,1084,1,DRUG,0,UNKNOWN,TREATMENT,0,5.02,LOW,ONCOLOGY,INDUSTRY,1,59,7.02,1,8.15,0.2211,0.8856088560885609,4.3,9,4.0,6,0,2
NCT04737122,TERMINATED,NO,Advanced Tumours,LaNova Medicines Limited,ALL,"ADULT, OLDER_ADULT",PHASE1,18.0,574,1,DRUG,0,NON_RANDOMIZED,TREATMENT,0,9.6,LOW,OTHER,INDUSTRY,0,36,6.32,1,0.95,0.3802,0.9407665505226481,1.3,19,2.5,3,0,3
